Número Processo -  Formatado;URL Portal Transparência;Data Criação Processo;Objeto Processo;URL Documentos Processo;Código Órgão/Entidade Pedido;Nome Órgão/Entidade Pedido;Situação Processo;Procedimento Contratação - Detalhamento 1;Número Contrato;Contrato_TermoAditivo Arquivos;Código Órgão/Entidade Contratante;Nome Órgão/Entidade Contratante;Data Publicação Contrato;Data Início Vigência Contrato;Data Limite Vigência Contrato;Data Término Vigência Contrato;CNPJ/CPF Fornecedor - Formatado;Nome Empresarial/Nome Fornecedor;Processo SEI;URL Processo SEI;Código Item Material/Serviço - Numérico;Item Material/Serviço;Código Unidade Orçamentária;Nome Unidade Orçamentária;Descrição Linha Fornecimento;Cidade Entrega Item;Quantidade Homologada;Valor Unitário Referência Item Processo;Valor Unitário Homologado Item Processo;Valor Total Referência Item Processo;Valor Total Homologado
1401269 000049/2020;NA;21/05/2020;Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;70.994.140/0001-08;SEA & NAUTICA LTDA -EPP;NA;NA;190870;"LONA PLASTICA - MEDIDA: 6 METROS DE LARGURA; COR: PRETA; ESPESSURA: 150 MICRAS;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS, COMPONENTES E ARTIGOS PARA CAÇA, PESCA E CAMPING;Belo Horizonte                          ;100;120;120;12.000,00;12.000,00
1401269 000049/2020;NA;21/05/2020;Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;70.994.140/0001-08;SEA & NAUTICA LTDA -EPP;NA;NA;228001;"CATETER - IDENTIFICACAO: NASAL DESCARTAVEL PARA OXIGENIO; TAMANHO/NUMERO: N.6; MATERIA-PRIMA: POLIVINIL ATOXICO;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Belo Horizonte                          ;4.000,00;2,5;2,5;10.000,00;10.000,00
1401269 000049/2020;NA;21/05/2020;Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;70.994.140/0001-08;SEA & NAUTICA LTDA -EPP;NA;NA;1604821;"PAPEL AUTO-ADESIVO - TIPO: PVC ADESIVO, MASCARA DE TRANSFERENCIA; GRAMATURA: 105 G/M²; MEDIDAS: 457MM X 91,4M (L X C); COR: TRANSPARENTE;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;ARTIGOS DE PAPELARIA E MATERIAL DE ESCRITORIO;Belo Horizonte                          ;577;72;72;41.544,00;41.544,00
1401608 000009/2020;NA;24/05/2020;"Compra emergencial de materiais para enfrentamento ao COVID-19. Materiais de Prevenção e Segurança
contra Pânico e Incêndio e material para orientações de segurança.";NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;9250224;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163298;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;05/06/2020;03/06/2020;;02/12/2020;35.030.914/0001-80;ABADIA INCENDIO LTDA;NA;NA;123390;"EXTINTOR DE INCENDIO - TIPO: PO QUIMICO, CLASSE ABC; CAPACIDADE CARGA: 6KG - CAPACIDADE EXTINTORA 4A:40-BC; MODELO: PORTATIL;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS, COMPONENTES, ACESSORIOS  E ARTIGOS PARA  COMBATE A INCENDIO, RESGATE, BUSCA E SALVAMENTO;Belo Horizonte                          ;60;109;105,95;6.540,00;6.357,00
1401608 000009/2020;NA;24/05/2020;"Compra emergencial de materiais para enfrentamento ao COVID-19. Materiais de Prevenção e Segurança
contra Pânico e Incêndio e material para orientações de segurança.";NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;9250224;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163298;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;05/06/2020;03/06/2020;;02/12/2020;35.030.914/0001-80;ABADIA INCENDIO LTDA;NA;NA;1391542;"SINALIZACAO DE EMERGENCIA - MATERIA-PRIMA: MATERIAL PLASTICO TIPO PVC; DIMENSOES: 40CM X 20CM; SIGNIFICADO: SAIDA - S12; PICTOGRAMA: MENSAGEM; COR DE FUNDO: VERDE;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS, COMPONENTES, ACESSORIOS  E ARTIGOS PARA  COMBATE A INCENDIO, RESGATE, BUSCA E SALVAMENTO;Belo Horizonte                          ;78;6,8;4,95;530,4;386,1
1401608 000009/2020;NA;24/05/2020;"Compra emergencial de materiais para enfrentamento ao COVID-19. Materiais de Prevenção e Segurança
contra Pânico e Incêndio e material para orientações de segurança.";NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;9250224;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163298;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;05/06/2020;03/06/2020;;02/12/2020;35.030.914/0001-80;ABADIA INCENDIO LTDA;NA;NA;1414160;"SINALIZACAO DE EMERGENCIA - MATERIA-PRIMA: PLASTICO TIPO PVC; DIMENSOES: 40CM X 20CM; SIGNIFICADO: SAIDA DE EMERGENCIA A DIREITA - S2; PICTOGRAMA: FOTOLUMINESCENTE; COR DE FUNDO: VERDE;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS, COMPONENTES, ACESSORIOS  E ARTIGOS PARA  COMBATE A INCENDIO, RESGATE, BUSCA E SALVAMENTO;Belo Horizonte                          ;76;6,8;4,95;516,8;376,2
1401608 000009/2020;NA;24/05/2020;"Compra emergencial de materiais para enfrentamento ao COVID-19. Materiais de Prevenção e Segurança
contra Pânico e Incêndio e material para orientações de segurança.";NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;9250224;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163298;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;05/06/2020;03/06/2020;;02/12/2020;35.030.914/0001-80;ABADIA INCENDIO LTDA;NA;NA;1451006;"SINALIZACAO DE EMERGENCIA - MATERIA-PRIMA: PVC; DIMENSOES: 30X30CM COM 2MM DE ESPESSURA; SIGNIFICADO: LOCALIZACAO DO EXTINTOR DE INCENDIO; PICTOGRAMA: EXTINTOR DE INCENDIO; COR DE FUNDO: VERMELHO;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS, COMPONENTES, ACESSORIOS  E ARTIGOS PARA  COMBATE A INCENDIO, RESGATE, BUSCA E SALVAMENTO;Belo Horizonte                          ;60;6,375;5,95;382,5;357
1401608 000009/2020;NA;24/05/2020;"Compra emergencial de materiais para enfrentamento ao COVID-19. Materiais de Prevenção e Segurança
contra Pânico e Incêndio e material para orientações de segurança.";NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;9250224;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163298;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;05/06/2020;03/06/2020;;02/12/2020;35.030.914/0001-80;ABADIA INCENDIO LTDA;NA;NA;1600125;"SUPORTE PARA EXTINTOR DE INCENDIO - TIPO: TRIPE PARAFUSAVEL; COMPATIBILIDADE: EXTINTOR AP/CO2/BC/ABC; MATERIA-PRIMA: ACO; ACABAMENTO: PINTURA;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS, COMPONENTES, ACESSORIOS  E ARTIGOS PARA  COMBATE A INCENDIO, RESGATE, BUSCA E SALVAMENTO;Belo Horizonte                          ;60;19,95;19,95;1.197,00;1.197,00
1401608 000009/2020;NA;24/05/2020;"Compra emergencial de materiais para enfrentamento ao COVID-19. Materiais de Prevenção e Segurança
contra Pânico e Incêndio e material para orientações de segurança.";NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;9250233;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163307;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;05/06/2020;03/06/2020;;02/12/2020;25.698.473/0001-35;GRAWANDO COMERCIAL LTDA -ME;NA;NA;90670;CONFECCAO DE BANNER EM LONA, FORMATO 80 X 120CM , 4X0 COR,  ACABAMENTO BASTAO E CORDA.         ;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;SERVICOS GRAFICOS;Belo Horizonte                          ;0;2.750,00;2.750,00;2.750,00;2.750,00
1401608 000011/2020;NA;27/05/2020;Recipiente para acondicionamento de material esterilizante para uso pessoal para a prevenção e o combate ao COVID-19.;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;9251225;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163527;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;27/06/2020;25/06/2020;24/12/2020;24/12/2020;26.286.203/0001-80;FRANKLIN EMBALAGENS LTDA -EPP;NA;NA;634522;"FRASCO PARA ACONDICIONAMENTO DE MEDICAMENTO - MATERIA-PRIMA: PLASTICO BRANCO LEITOSO TIPO CONTA-GOTAS; CAPACIDADE VOLUMETRICA: 30ML, TAMPA DE ROSCA TIPO LACRE; TIPO DO FUNDO: LISO; COR: -;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;MATERIAL PARA ACONDICIONAMENTO E EMBALAGENS;Belo Horizonte                          ;6.000,00;2;1,35;12.000,00;8.100,00
1501561 000005/2020;NA;20/03/2020;Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9245572;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367;1320;SECRETARIA DE ESTADO DA SAUDE;24/03/2020;24/03/2020;;23/09/2020;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;227846;"AVENTAL PARA USO MEDICO/ODONTOLOGICO - TIPO: DESCARTAVEL COM MANGA LONGA; MATERIA-PRIMA: TELA NAO TECIDA; GRAMATURA/COMPOSICAO: GRAMATURA MINIMA DE 30 G/M2; COMPRIMENTO: 110 CM DE CUMPRIMENTO;";4291;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Belo Horizonte                          ;10.000,00;3,85;3,85;38.500,00;38.500,00
1501561 000005/2020;NA;20/03/2020;Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9245572;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367;1320;SECRETARIA DE ESTADO DA SAUDE;24/03/2020;24/03/2020;;23/09/2020;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;238392;"TOUCA DESCARTAVEL - MATERIA-PRIMA: NAO TECIDO, 100% POLIPROPILENO; TIPO: DESCARTAVEL; GRAMATURA: 20 A 30 G; MODELO: SANFONADA, COM ELASTICO; COR: CONFORME SOLICITADO PELO ORGAO/ENTIDADE; APRESENTACAO: PACOTE 100 UN;";4291;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Belo Horizonte                          ;5.587.405,00;0,08;0,075;446.992,40;419.055,37
1501561 000005/2020;NA;20/03/2020;Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9245572;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367;1320;SECRETARIA DE ESTADO DA SAUDE;24/03/2020;24/03/2020;;23/09/2020;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;570184;"AVENTAL PARA USO MEDICO/ODONTOLOGICO - TIPO: DESCARTAVEL, MANGA LONGA COM ELASTICO NO PUNHO; MATERIA-PRIMA: POLIPROPILENO; GRAMATURA/COMPOSICAO: 16 A 20 G/M2; COMPRIMENTO: 110 CM DE COMPRIMENTO;";4291;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Belo Horizonte                          ;62.000,00;1,72;1,72;106.640,00;106.640,00
1501561 000005/2020;NA;20/03/2020;Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9245572;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367;1320;SECRETARIA DE ESTADO DA SAUDE;24/03/2020;24/03/2020;;23/09/2020;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;1647385;"MASCARA DESCARTAVEL - IDENTIFICACAO: N 95 COM CARVAO ATIVADO; FORMATO: CONCHA OU DOBRAVEL; CAMADAS: 4 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: NAO APLICAVEL; FILTRO: FILTRO PFF2; TIPO FIXACAO: ELASTICO; AJUSTE NASAL: SIM; ESTERIL: NAO;";4291;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Belo Horizonte                          ;5.000,00;18,17;18,17;90.850,00;90.850,00
1501561 000005/2020;NA;20/03/2020;Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9245572;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367;1320;SECRETARIA DE ESTADO DA SAUDE;24/03/2020;24/03/2020;;23/09/2020;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;1672525;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: 100% BORRACHA NITRILICA; ESTERIL: NAO; TAMANHO: P; PO: ISENTA DE PO; FORMATO: AMBIDESTRA; TEXTURA: TEXTURIZADA E ANTIDERRAPANTE; APRESENTACAO: EMBALAGEM 100 UNIDADES;";4291;FUNDO ESTADUAL DE SAUDE;MATERIAL E SUPRIMENTO MEDICO-HOSPITALAR;Belo Horizonte                          ;9.000,00;29,12;29,12;262.080,00;262.080,00
1501561 000005/2020;NA;20/03/2020;Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9245572;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367;1320;SECRETARIA DE ESTADO DA SAUDE;24/03/2020;24/03/2020;;23/09/2020;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;1672533;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: 100% BORRACHA NITRILICA; ESTERIL: NAO; TAMANHO: M; PO: ISENTA DE PO; FORMATO: AMBIDESTRA; TEXTURA: TEXTURIZADA E ANTIDERRAPANTE; APRESENTACAO: EMBALAGEM 100 UNIDADES;";4291;FUNDO ESTADUAL DE SAUDE;MATERIAL E SUPRIMENTO MEDICO-HOSPITALAR;Belo Horizonte                          ;13.000,00;29,12;27,42;378.560,00;356.460,00
1501561 000005/2020;NA;20/03/2020;Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9245572;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367;1320;SECRETARIA DE ESTADO DA SAUDE;24/03/2020;24/03/2020;;23/09/2020;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;1672541;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: 100% BORRACHA NITRILICA; ESTERIL: NAO; TAMANHO: G; PO: ISENTA DE PO; FORMATO: AMBIDESTRA; TEXTURA: TEXTURIZADA E ANTIDERRAPANTE; APRESENTACAO: EMBALAGEM 100 UNIDADES;";4291;FUNDO ESTADUAL DE SAUDE;MATERIAL E SUPRIMENTO MEDICO-HOSPITALAR;Belo Horizonte                          ;1.000,00;24,71;24,71;24.710,00;24.710,00
1501561 000005/2020;NA;20/03/2020;Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9245572;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367;1320;SECRETARIA DE ESTADO DA SAUDE;24/03/2020;24/03/2020;;23/09/2020;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;1672584;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: LATEX DE BORRACHA NATURAL; TAMANHO: P; PO: BIOABSORVIVEL; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;";4291;FUNDO ESTADUAL DE SAUDE;MATERIAL E SUPRIMENTO MEDICO-HOSPITALAR;Belo Horizonte                          ;36.888,00;28,47;28,47;1.050.201,36;1.050.201,36
1501561 000005/2020;NA;20/03/2020;Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9245572;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367;1320;SECRETARIA DE ESTADO DA SAUDE;24/03/2020;24/03/2020;;23/09/2020;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;1672592;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: LATEX DE BORRACHA NATURAL; TAMANHO: M; PO: BIOABSORVIVEL; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;";4291;FUNDO ESTADUAL DE SAUDE;MATERIAL E SUPRIMENTO MEDICO-HOSPITALAR;Belo Horizonte                          ;68.162,00;28,47;28,47;1.940.572,14;1.940.572,14
1501561 000005/2020;NA;20/03/2020;Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9245572;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367;1320;SECRETARIA DE ESTADO DA SAUDE;24/03/2020;24/03/2020;;23/09/2020;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;1672606;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: LATEX DE BORRACHA NATURAL; ESTERIL: NAO; TAMANHO: G; PO: BIOABSORVIVEL; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;";4291;FUNDO ESTADUAL DE SAUDE;MATERIAL E SUPRIMENTO MEDICO-HOSPITALAR;Belo Horizonte                          ;34.888,00;28,47;28,47;993.261,36;993.261,36
1501561 000005/2020;NA;20/03/2020;Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9245572;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367;1320;SECRETARIA DE ESTADO DA SAUDE;24/03/2020;24/03/2020;;23/09/2020;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;1672738;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: 100% VINIL (PVC); ESTERIL: NAO; TAMANHO: G; PO: BIOABSORVIVEL; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;";4291;FUNDO ESTADUAL DE SAUDE;MATERIAL E SUPRIMENTO MEDICO-HOSPITALAR;Belo Horizonte                          ;2.500,00;24,18;24,18;60.450,00;60.450,00
1501561 000005/2020;NA;20/03/2020;Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9245572;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367;1320;SECRETARIA DE ESTADO DA SAUDE;24/03/2020;24/03/2020;;23/09/2020;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;1672762;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: 100% VINIL (PVC); TAMANHO: P; PO: ISENTA DE PO; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;";4291;FUNDO ESTADUAL DE SAUDE;MATERIAL E SUPRIMENTO MEDICO-HOSPITALAR;Belo Horizonte                          ;3.000,00;24,18;24,18;72.540,00;72.540,00
1501561 000005/2020;NA;20/03/2020;Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9245572;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367;1320;SECRETARIA DE ESTADO DA SAUDE;24/03/2020;24/03/2020;;23/09/2020;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;1672770;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: 100% VINIL (PVC); TAMANHO: M; PO: ISENTA DE PO; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;";4291;FUNDO ESTADUAL DE SAUDE;MATERIAL E SUPRIMENTO MEDICO-HOSPITALAR;Belo Horizonte                          ;6.000,00;24,18;24,18;145.080,00;145.080,00
1501561 000005/2020;NA;20/03/2020;Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9245572;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367;1320;SECRETARIA DE ESTADO DA SAUDE;24/03/2020;24/03/2020;;23/09/2020;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;1710273;"MASCARA DESCARTAVEL - IDENTIFICACAO: CIRURGICA; FORMATO: RETANGULAR COM PREGAS; CAMADAS: 03 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: MINIMA 30 G; FILTRO: COM FILTRO; TIPO FIXACAO: ELASTICO OU TIRAS; AJUSTE NASAL: SIM; ESTERIL: NAO;";4291;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Belo Horizonte                          ;5.746.855,00;3,84;3,8245;22.067.923,20;21.978.846,94
1501561 000006/2020;NA;22/03/2020;Aquisição de materiais médico hospitalares emergencial para atendimento a demanda do COVID-19, no Estado de Minas Gerais.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9245606;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162402;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;27/03/2020;27/03/2020;;26/09/2020;68.176.544/0001-42;KSN - PROTECAO RESPIRATORIA EIRELI;NA;NA;1647385;"MASCARA DESCARTAVEL - IDENTIFICACAO: N 95 COM CARVAO ATIVADO; FORMATO: CONCHA OU DOBRAVEL; CAMADAS: 4 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: NAO APLICAVEL; FILTRO: FILTRO PFF2; TIPO FIXACAO: ELASTICO; AJUSTE NASAL: SIM; ESTERIL: NAO;";4291;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Belo Horizonte                          ;150.000,00;9,98;9,98;1.497.000,00;1.497.000,00
1501561 000009/2020;NA;26/03/2020;Mascaras N95 para atendimento a  demanda da Epidemias do COVID-19.;NA;1250;POLICIA MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;9245644;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162422;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;28/03/2020;28/03/2020;;27/09/2020;68.176.544/0001-42;KSN - PROTECAO RESPIRATORIA EIRELI;NA;NA;125628;"MASCARA DESCARTAVEL - IDENTIFICACAO: N 95; FORMATO: CONCHA OU DOBRAVEL; CAMADAS: 4 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: NAO APLICAVEL; FILTRO: FILTRO PFF2; TIPO FIXACAO: ELASTICO; AJUSTE NASAL: SIM; ESTERIL: NAO;";1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Belo Horizonte                          ;10.000,00;9,98;9,98;99.800,00;99.800,00
